Commodity,Date,Unit,Minimum,Maximum,Average
Banana,2023-01-14,Dozen,113,166,139
Pomegranate,2023-01-14,Kg,242,372,307
Orange(Nepali),2023-01-14,Kg,81,140,110
Papaya(Indian),2023-01-14,Kg,82,121,101
Tomato Big(Nepali),2023-01-15,Kg,43,64,53
Tomato Small(Local),2023-01-15,Kg,29,51,40
Potato Red,2023-01-15,Kg,55,70,62
Potato White,2023-01-15,Kg,42,55,48
Onion Dry (Indian),2023-01-15,Kg,67,91,79
Carrot(Local),2023-01-15,Kg,84,116,100
Cabbage(Local),2023-01-15,Kg,31,52,41
Cauliflower Local,2023-01-15,Kg,57,84,70
Raddish White(Local),2023-01-15,Kg,22,41,31
Brinjal Long,2023-01-15,Kg,46,75,60
Cow pea(Long),2023-01-15,Kg,72,109,90
Green Peas,2023-01-15,Kg,129,157,143
French Bean(Local),2023-01-15,Kg,57,88,72
Bitter Gourd,2023-01-15,Kg,81,120,100
Bottle Gourd,2023-01-15,Kg,45,60,52
Pointed Gourd(Local),2023-01-15,Kg,60,90,75
Snake Gourd,2023-01-15,Kg,50,78,64
Sponge Gourd,2023-01-15,Kg,62,102,82
Pumpkin,2023-01-15,Kg,37,58,47
Squash(Long),2023-01-15,Kg,43,61,52
Okra,2023-01-15,Kg,79,103,91
Arum,2023-01-15,Kg,60,92,76
Barela,2023-01-15,Kg,40,61,50
Radish Red,2023-01-15,Kg,30,45,37
Mushroom(Button),2023-01-15,Kg,359,450,404
Mushroom(Kanya),2023-01-15,Kg,171,219,195
Spinach Leaf,2023-01-15,Kg,87,128,107
Mustard Leaf,2023-01-15,Kg,40,65,52
Coriander,2023-01-15,Kg,150,271,210
Garlic Dry Nepali,2023-01-15,Kg,203,295,249
Garlic Dry Chinese,2023-01-15,Kg,277,349,313
Ginger,2023-01-15,Kg,147,250,198
Chilly Green,2023-01-15,Kg,87,136,111
Capsicum,2023-01-15,Kg,113,167,140
Cucumber(Local),2023-01-15,Kg,65,101,83
Apple(Jholey),2023-01-15,Kg,169,264,216
Banana,2023-01-15,Dozen,113,145,129
Pomegranate,2023-01-15,Kg,257,361,309
Orange(Nepali),2023-01-15,Kg,90,155,122
Papaya(Indian),2023-01-15,Kg,92,112,102
Tomato Big(Nepali),2023-01-16,Kg,43,71,57
Tomato Small(Local),2023-01-16,Kg,31,59,45
Potato Red,2023-01-16,Kg,52,70,61
Potato White,2023-01-16,Kg,44,56,50
Onion Dry (Indian),2023-01-16,Kg,61,91,76
Carrot(Local),2023-01-16,Kg,80,117,98
Cabbage(Local),2023-01-16,Kg,31,46,38
Cauliflower Local,2023-01-16,Kg,52,88,70
Raddish White(Local),2023-01-16,Kg,19,38,28
Brinjal Long,2023-01-16,Kg,43,67,55
Cow pea(Long),2023-01-16,Kg,68,105,86
Green Peas,2023-01-16,Kg,124,152,138
French Bean(Local),2023-01-16,Kg,62,101,81
Bitter Gourd,2023-01-16,Kg,80,122,101
Bottle Gourd,2023-01-16,Kg,41,69,55
Pointed Gourd(Local),2023-01-16,Kg,68,95,81
Snake Gourd,2023-01-16,Kg,51,82,66
Sponge Gourd,2023-01-16,Kg,61,95,78
Pumpkin,2023-01-16,Kg,35,50,42
Squash(Long),2023-01-16,Kg,38,68,53
Okra,2023-01-16,Kg,75,92,83
Arum,2023-01-16,Kg,69,96,82
Barela,2023-01-16,Kg,45,57,51
Radish Red,2023-01-16,Kg,32,46,39
Mushroom(Button),2023-01-16,Kg,404,531,467
Mushroom(Kanya),2023-01-16,Kg,148,217,182
Spinach Leaf,2023-01-16,Kg,102,122,112
Mustard Leaf,2023-01-16,Kg,40,62,51
Coriander,2023-01-16,Kg,162,259,210
Garlic Dry Nepali,2023-01-16,Kg,196,319,257
Garlic Dry Chinese,2023-01-16,Kg,242,385,313
Ginger,2023-01-16,Kg,165,240,202
Chilly Green,2023-01-16,Kg,81,128,104
Capsicum,2023-01-16,Kg,112,146,129
Cucumber(Local),2023-01-16,Kg,58,103,80
Apple(Jholey),2023-01-16,Kg,148,293,220
Banana,2023-01-16,Dozen,101,161,131
Pomegranate,2023-01-16,Kg,261,412,336
Orange(Nepali),2023-01-16,Kg,76,150,113
Papaya(Indian),2023-01-16,Kg,77,113,95
Tomato Big(Nepali),2023-01-17,Kg,42,63,52
Tomato Small(Local),2023-01-17,Kg,31,51,41
Potato Red,2023-01-17,Kg,57,76,66
Potato White,2023-01-17,Kg,44,63,53
Onion Dry (Indian),2023-01-17,Kg,59,98,78
Carrot(Local),2023-01-17,Kg,90,123,106
Cabbage(Local),2023-01-17,Kg,30,50,40
Cauliflower Local,2023-01-17,Kg,56,88,72
Raddish White(Local),2023-01-17,Kg,22,41,31
Brinjal Long,2023-01-17,Kg,44,71,57
Cow pea(Long),2023-01-17,Kg,70,119,94
Green Peas,2023-01-17,Kg,123,178,150
French Bean(Local),2023-01-17,Kg,62,98,80
Bitter Gourd,2023-01-17,Kg,81,145,113
Bottle Gourd,2023-01-17,Kg,39,66,52
Pointed Gourd(Local),2023-01-17,Kg,67,108,87
Snake Gourd,2023-01-17,Kg,54,74,64
Sponge Gourd,2023-01-17,Kg,66,103,84
Pumpkin,2023-01-17,Kg,39,53,46
Squash(Long),2023-01-17,Kg,40,63,51
Okra,2023-01-17,Kg,76,96,86
Arum,2023-01-17,Kg,68,81,74
Barela,2023-01-17,Kg,44,63,53
Radish Red,2023-01-17,Kg,33,51,42
Mushroom(Button),2023-01-17,Kg,387,469,428
Mushroom(Kanya),2023-01-17,Kg,164,215,189
Spinach Leaf,2023-01-17,Kg,88,125,106
Mustard Leaf,2023-01-17,Kg,42,62,52
Coriander,2023-01-17,Kg,172,299,235
Garlic Dry Nepali,2023-01-17,Kg,214,289,251
Garlic Dry Chinese,2023-01-17,Kg,239,335,287
Ginger,2023-01-17,Kg,167,240,203
Chilly Green,2023-01-17,Kg,86,134,110
Capsicum,2023-01-17,Kg,95,145,120
Cucumber(Local),2023-01-17,Kg,64,99,81
Apple(Jholey),2023-01-17,Kg,157,303,230
Banana,2023-01-17,Dozen,103,146,124
Pomegranate,2023-01-17,Kg,290,367,328
Orange(Nepali),2023-01-17,Kg,90,147,118
Papaya(Indian),2023-01-17,Kg,91,129,110
Tomato Big(Nepali),2023-01-18,Kg,42,60,51
Tomato Small(Local),2023-01-18,Kg,30,57,43
Potato Red,2023-01-18,Kg,50,73,61
Potato White,2023-01-18,Kg,46,56,51
Onion Dry (Indian),2023-01-18,Kg,63,102,82
Carrot(Local),2023-01-18,Kg,77,129,103
Cabbage(Local),2023-01-18,Kg,28,52,40
Cauliflower Local,2023-01-18,Kg,50,84,67
Raddish White(Local),2023-01-18,Kg,22,40,31
Brinjal Long,2023-01-18,Kg,49,73,61
Cow pea(Long),2023-01-18,Kg,81,115,98
Green Peas,2023-01-18,Kg,131,162,146
French Bean(Local),2023-01-18,Kg,62,99,80
Bitter Gourd,2023-01-18,Kg,91,125,108
Bottle Gourd,2023-01-18,Kg,46,70,58
Pointed Gourd(Local),2023-01-18,Kg,59,107,83
Snake Gourd,2023-01-18,Kg,50,82,66
Sponge Gourd,2023-01-18,Kg,64,88,76
Pumpkin,2023-01-18,Kg,34,55,44
Squash(Long),2023-01-18,Kg,38,61,49
Okra,2023-01-18,Kg,78,98,88
Arum,2023-01-18,Kg,64,87,75
Barela,2023-01-18,Kg,46,61,53
Radish Red,2023-01-18,Kg,32,54,43
Mushroom(Button),2023-01-18,Kg,373,487,430
Mushroom(Kanya),2023-01-18,Kg,156,217,186
Spinach Leaf,2023-01-18,Kg,101,133,117
Mustard Leaf,2023-01-18,Kg,45,60,52
Coriander,2023-01-18,Kg,161,268,214
Garlic Dry Nepali,2023-01-18,Kg,232,320,276
Garlic Dry Chinese,2023-01-18,Kg,259,337,298
Ginger,2023-01-18,Kg,165,246,205
Chilly Green,2023-01-18,Kg,82,129,105
Capsicum,2023-01-18,Kg,109,146,127
Cucumber(Local),2023-01-18,Kg,61,96,78
Apple(Jholey),2023-01-18,Kg,171,301,236
Banana,2023-01-18,Dozen,116,166,141
Pomegranate,2023-01-18,Kg,247,410,328
Orange(Nepali),2023-01-18,Kg,90,137,113
Papaya(Indian),2023-01-18,Kg,82,120,101
Tomato Big(Nepali),2023-01-19,Kg,39,66,52
Tomato Small(Local),2023-01-19,Kg,32,60,46
Potato Red,2023-01-19,Kg,53,82,67
Potato White,2023-01-19,Kg,43,65,54
Onion Dry (Indian),2023-01-19,Kg,61,110,85
Carrot(Local),2023-01-19,Kg,89,111,100
Cabbage(Local),2023-01-19,Kg,29,51,40
Cauliflower Local,2023-01-19,Kg,57,92,74
Raddish White(Local),2023-01-19,Kg,20,35,27
Brinjal Long,2023-01-19,Kg,45,76,60
Cow pea(Long),2023-01-19,Kg,67,109,88
Green Peas,2023-01-19,Kg,139,161,150
French Bean(Local),2023-01-19,Kg,60,101,80
Bitter Gourd,2023-01-19,Kg,79,132,105
Bottle Gourd,2023-01-19,Kg,40,72,56
Pointed Gourd(Local),2023-01-19,Kg,69,105,87
Snake Gourd,2023-01-19,Kg,51,76,63
Sponge Gourd,2023-01-19,Kg,62,103,82
Pumpkin,2023-01-19,Kg,37,56,46
Squash(Long),2023-01-19,Kg,40,73,56
Okra,2023-01-19,Kg,79,99,89
Arum,2023-01-19,Kg,65,89,77
Barela,2023-01-19,Kg,41,59,50
Radish Red,2023-01-19,Kg,30,48,39
Mushroom(Button),2023-01-19,Kg,354,483,418
Mushroom(Kanya),2023-01-19,Kg,170,229,199
Spinach Leaf,2023-01-19,Kg,97,143,120
Mustard Leaf,2023-01-19,Kg,39,67,53
Coriander,2023-01-19,Kg,168,283,225
Garlic Dry Nepali,2023-01-19,Kg,211,291,251
Garlic Dry Chinese,2023-01-19,Kg,253,376,314
Ginger,2023-01-19,Kg,149,241,195
Chilly Green,2023-01-19,Kg,88,123,105
Capsicum,2023-01-19,Kg,102,166,134
Cucumber(Local),2023-01-19,Kg,67,102,84
Apple(Jholey),2023-01-19,Kg,158,286,222
Banana,2023-01-19,Dozen,113,169,141
Pomegranate,2023-01-19,Kg,281,378,329
Orange(Nepali),2023-01-19,Kg,86,158,122
Papaya(Indian),2023-01-19,Kg,78,120,99
Tomato Big(Nepali),2023-01-20,Kg,38,64,51
Tomato Small(Local),2023-01-20,Kg,30,57,43
Potato Red,2023-01-20,Kg,56,79,67
Potato White,2023-01-20,Kg,46,56,51
Onion Dry (Indian),2023-01-20,Kg,68,93,80
Carrot(Local),2023-01-20,Kg,93,126,109
Cabbage(Local),2023-01-20,Kg,35,48,41
Cauliflower Local,2023-01-20,Kg,54,85,69
Raddish White(Local),2023-01-20,Kg,23,35,29
Brinjal Long,2023-01-20,Kg,44,71,57
Cow pea(Long),2023-01-20,Kg,73,113,93
Green Peas,2023-01-20,Kg,135,159,147
French Bean(Local),2023-01-20,Kg,68,96,82
Bitter Gourd,2023-01-20,Kg,86,131,108
Bottle Gourd,2023-01-20,Kg,40,66,53
Pointed Gourd(Local),2023-01-20,Kg,63,100,81
Snake Gourd,2023-01-20,Kg,48,74,61
Sponge Gourd,2023-01-20,Kg,69,88,78
Pumpkin,2023-01-20,Kg,40,51,45
Squash(Long),2023-01-20,Kg,40,67,53
Okra,2023-01-20,Kg,81,97,89
Arum,2023-01-20,Kg,69,88,78
Barela,2023-01-20,Kg,39,59,49
Radish Red,2023-01-20,Kg,34,47,40
Mushroom(Button),2023-01-20,Kg,341,544,442
Mushroom(Kanya),2023-01-20,Kg,164,234,199
Spinach Leaf,2023-01-20,Kg,104,133,118
Mustard Leaf,2023-01-20,Kg,39,72,55
Coriander,2023-01-20,Kg,159,254,206
Garlic Dry Nepali,2023-01-20,Kg,195,306,250
Garlic Dry Chinese,2023-01-20,Kg,289,329,309
Ginger,2023-01-20,Kg,169,230,199
Chilly Green,2023-01-20,Kg,78,132,105
Capsicum,2023-01-20,Kg,98,148,123
Cucumber(Local),2023-01-20,Kg,68,94,81
Apple(Jholey),2023-01-20,Kg,174,300,237
Banana,2023-01-20,Dozen,104,149,126
Pomegranate,2023-01-20,Kg,262,399,330
Orange(Nepali),2023-01-20,Kg,80,152,116
Papaya(Indian),2023-01-20,Kg,77,134,105
Tomato Big(Nepali),2023-01-21,Kg,39,65,52
Tomato Small(Local),2023-01-21,Kg,29,56,42
Potato Red,2023-01-21,Kg,57,72,64
Potato White,2023-01-21,Kg,42,57,49
Onion Dry (Indian),2023-01-21,Kg,63,92,77
Carrot(Local),2023-01-21,Kg,79,121,100
Cabbage(Local),2023-01-21,Kg,34,47,40
Cauliflower Local,2023-01-21,Kg,49,83,66
Raddish White(Local),2023-01-21,Kg,20,40,30
Brinjal Long,2023-01-21,Kg,52,73,62
Cow pea(Long),2023-01-21,Kg,72,111,91
Green Peas,2023-01-21,Kg,126,158,142
French Bean(Local),2023-01-21,Kg,66,92,79
Bitter Gourd,2023-01-21,Kg,91,128,109
Bottle Gourd,2023-01-21,Kg,41,61,51
Pointed Gourd(Local),2023-01-21,Kg,64,110,87
Snake Gourd,2023-01-21,Kg,50,80,65
Sponge Gourd,2023-01-21,Kg,70,87,78
Pumpkin,2023-01-21,Kg,34,51,42
Squash(Long),2023-01-21,Kg,40,64,52
Okra,2023-01-21,Kg,72,105,88
Arum,2023-01-21,Kg,63,88,75
Barela,2023-01-21,Kg,39,66,52
Radish Red,2023-01-21,Kg,32,47,39
Mushroom(Button),2023-01-21,Kg,391,474,432
Mushroom(Kanya),2023-01-21,Kg,148,219,183
Spinach Leaf,2023-01-21,Kg,88,122,105
Mustard Leaf,2023-01-21,Kg,39,68,53
Coriander,2023-01-21,Kg,164,293,228
Garlic Dry Nepali,2023-01-21,Kg,230,293,261
Garlic Dry Chinese,2023-01-21,Kg,257,339,298
Ginger,2023-01-21,Kg,170,244,207
Chilly Green,2023-01-21,Kg,84,136,110
Capsicum,2023-01-21,Kg,99,152,125
Cucumber(Local),2023-01-21,Kg,59,102,80
Apple(Jholey),2023-01-21,Kg,152,267,209
Banana,2023-01-21,Dozen,116,162,139
Pomegranate,2023-01-21,Kg,278,369,323
Orange(Nepali),2023-01-21,Kg,88,150,119
Papaya(Indian),2023-01-21,Kg,78,116,97
Tomato Big(Nepali),2023-01-22,Kg,42,65,53
Tomato Small(Local),2023-01-22,Kg,32,56,44
Potato Red,2023-01-22,Kg,48,76,62
Potato White,2023-01-22,Kg,42,58,50
Onion Dry (Indian),2023-01-22,Kg,63,93,78
Carrot(Local),2023-01-22,Kg,85,131,108
Cabbage(Local),2023-01-22,Kg,34,50,42
Cauliflower Local,2023-01-22,Kg,55,97,76
Raddish White(Local),2023-01-22,Kg,20,36,28
Brinjal Long,2023-01-22,Kg,49,80,64
Cow pea(Long),2023-01-22,Kg,81,121,101
Green Peas,2023-01-22,Kg,128,163,145
French Bean(Local),2023-01-22,Kg,69,91,80
Bitter Gourd,2023-01-22,Kg,87,139,113
Bottle Gourd,2023-01-22,Kg,43,71,57
Pointed Gourd(Local),2023-01-22,Kg,58,96,77
Snake Gourd,2023-01-22,Kg,48,85,66
Sponge Gourd,2023-01-22,Kg,68,95,81
Pumpkin,2023-01-22,Kg,39,60,49
Squash(Long),2023-01-22,Kg,42,68,55
Okra,2023-01-22,Kg,69,99,84
Arum,2023-01-22,Kg,63,85,74
Barela,2023-01-22,Kg,40,67,53
Radish Red,2023-01-22,Kg,31,49,40
Mushroom(Button),2023-01-22,Kg,407,505,456
Mushroom(Kanya),2023-01-22,Kg,164,230,197
Spinach Leaf,2023-01-22,Kg,90,132,111
Mustard Leaf,2023-01-22,Kg,47,66,56
Coriander,2023-01-22,Kg,169,255,212
Garlic Dry Nepali,2023-01-22,Kg,223,309,266
Garlic Dry Chinese,2023-01-22,Kg,247,376,311
Ginger,2023-01-22,Kg,174,235,204
Chilly Green,2023-01-22,Kg,92,124,108
Capsicum,2023-01-22,Kg,115,158,136
Cucumber(Local),2023-01-22,Kg,64,101,82
Apple(Jholey),2023-01-22,Kg,168,303,235
Banana,2023-01-22,Dozen,101,153,127
Pomegranate,2023-01-22,Kg,278,373,325
Orange(Nepali),2023-01-22,Kg,79,141,110
Papaya(Indian),2023-01-22,Kg,86,130,108
Tomato Big(Nepali),2023-01-23,Kg,39,70,54
Tomato Small(Local),2023-01-23,Kg,31,52,41
Potato Red,2023-01-23,Kg,54,81,67
Potato White,2023-01-23,Kg,45,61,53
Onion Dry (Indian),2023-01-23,Kg,62,97,79
Carrot(Local),2023-01-23,Kg,78,116,97
Cabbage(Local),2023-01-23,Kg,31,52,41
Cauliflower Local,2023-01-23,Kg,55,91,73
Raddish White(Local),2023-01-23,Kg,19,38,28
Brinjal Long,2023-01-23,Kg,50,69,59
Cow pea(Long),2023-01-23,Kg,81,107,94
Green Peas,2023-01-23,Kg,139,171,155
French Bean(Local),2023-01-23,Kg,59,98,78
Bitter Gourd,2023-01-23,Kg,91,140,115
Bottle Gourd,2023-01-23,Kg,39,64,51
Pointed Gourd(Local),2023-01-23,Kg,61,101,81
Snake Gourd,2023-01-23,Kg,53,81,67
Sponge Gourd,2023-01-23,Kg,62,95,78
Pumpkin,2023-01-23,Kg,37,56,46
Squash(Long),2023-01-23,Kg,41,74,57
Okra,2023-01-23,Kg,74,107,90
Arum,2023-01-23,Kg,67,86,76
Barela,2023-01-23,Kg,41,57,49
Radish Red,2023-01-23,Kg,34,53,43
Mushroom(Button),2023-01-23,Kg,400,460,430
Mushroom(Kanya),2023-01-23,Kg,154,228,191
Spinach Leaf,2023-01-23,Kg,92,140,116
Mustard Leaf,2023-01-23,Kg,39,62,50
Coriander,2023-01-23,Kg,161,278,219
Garlic Dry Nepali,2023-01-23,Kg,221,338,279
Garlic Dry Chinese,2023-01-23,Kg,266,345,305
Ginger,2023-01-23,Kg,147,268,207
Chilly Green,2023-01-23,Kg,85,129,107
Capsicum,2023-01-23,Kg,100,161,130
Cucumber(Local),2023-01-23,Kg,58,101,79
Apple(Jholey),2023-01-23,Kg,149,279,214
Banana,2023-01-23,Dozen,101,153,127
Pomegranate,2023-01-23,Kg,263,402,332
Orange(Nepali),2023-01-23,Kg,83,157,120
Papaya(Indian),2023-01-23,Kg,89,126,107
Tomato Big(Nepali),2023-01-24,Kg,40,65,52
Tomato Small(Local),2023-01-24,Kg,29,61,45
Potato Red,2023-01-24,Kg,50,86,68
Potato White,2023-01-24,Kg,46,57,51
Onion Dry (Indian),2023-01-24,Kg,65,93,79
Carrot(Local),2023-01-24,Kg,78,134,106
Cabbage(Local),2023-01-24,Kg,31,52,41
Cauliflower Local,2023-01-24,Kg,50,85,67
Raddish White(Local),2023-01-24,Kg,22,40,31
Brinjal Long,2023-01-24,Kg,47,77,62
Cow pea(Long),2023-01-24,Kg,69,114,91
Green Peas,2023-01-24,Kg,128,163,145
French Bean(Local),2023-01-24,Kg,70,92,81
Bitter Gourd,2023-01-24,Kg,89,144,116
Bottle Gourd,2023-01-24,Kg,42,73,57
Pointed Gourd(Local),2023-01-24,Kg,66,96,81
Snake Gourd,2023-01-24,Kg,53,80,66
Sponge Gourd,2023-01-24,Kg,66,97,81
Pumpkin,2023-01-24,Kg,36,56,46
Squash(Long),2023-01-24,Kg,41,74,57
Okra,2023-01-24,Kg,74,109,91
Arum,2023-01-24,Kg,67,98,82
Barela,2023-01-24,Kg,42,62,52
Radish Red,2023-01-24,Kg,29,48,38
Mushroom(Button),2023-01-24,Kg,359,514,436
Mushroom(Kanya),2023-01-24,Kg,153,240,196
Spinach Leaf,2023-01-24,Kg,99,136,117
Mustard Leaf,2023-01-24,Kg,39,67,53
Coriander,2023-01-24,Kg,165,304,234
Garlic Dry Nepali,2023-01-24,Kg,228,317,272
Garlic Dry Chinese,2023-01-24,Kg,257,372,314
Ginger,2023-01-24,Kg,169,233,201
Chilly Green,2023-01-24,Kg,88,142,115
Capsicum,2023-01-24,Kg,117,165,141
Cucumber(Local),2023-01-24,Kg,70,97,83
Apple(Jholey),2023-01-24,Kg,146,303,224
Banana,2023-01-24,Dozen,118,173,145
Pomegranate,2023-01-24,Kg,290,387,338
Orange(Nepali),2023-01-24,Kg,84,155,119
Papaya(Indian),2023-01-24,Kg,80,135,107
Tomato Big(Nepali),2023-01-25,Kg,40,71,55
Tomato Small(Local),2023-01-25,Kg,30,55,42
Potato Red,2023-01-25,Kg,49,79,64
Potato White,2023-01-25,Kg,42,67,54
Onion Dry (Indian),2023-01-25,Kg,67,103,85
Carrot(Local),2023-01-25,Kg,92,135,113
Cabbage(Local),2023-01-25,Kg,32,54,43
Cauliflower Local,2023-01-25,Kg,50,97,73
Raddish White(Local),2023-01-25,Kg,22,37,29
Brinjal Long,2023-01-25,Kg,47,72,59
Cow pea(Long),2023-01-25,Kg,81,106,93
Green Peas,2023-01-25,Kg,131,182,156
French Bean(Local),2023-01-25,Kg,65,96,80
Bitter Gourd,2023-01-25,Kg,85,135,110
Bottle Gourd,2023-01-25,Kg,46,71,58
Pointed Gourd(Local),2023-01-25,Kg,59,106,82
Snake Gourd,2023-01-25,Kg,56,73,64
Sponge Gourd,2023-01-25,Kg,66,88,77
Pumpkin,2023-01-25,Kg,40,52,46
Squash(Long),2023-01-25,Kg,47,73,60
Okra,2023-01-25,Kg,74,101,87
Arum,2023-01-25,Kg,67,82,74
Barela,2023-01-25,Kg,46,68,57
Radish Red,2023-01-25,Kg,30,49,39
Mushroom(Button),2023-01-25,Kg,397,536,466
Mushroom(Kanya),2023-01-25,Kg,162,205,183
Spinach Leaf,2023-01-25,Kg,88,123,105
Mustard Leaf,2023-01-25,Kg,47,63,55
Coriander,2023-01-25,Kg,171,307,239
Garlic Dry Nepali,2023-01-25,Kg,229,305,267
Garlic Dry Chinese,2023-01-25,Kg,249,373,311
Ginger,2023-01-25,Kg,159,247,203
Chilly Green,2023-01-25,Kg,78,125,101
Capsicum,2023-01-25,Kg,111,147,129
Cucumber(Local),2023-01-25,Kg,69,102,85
Apple(Jholey),2023-01-25,Kg,158,264,211
Banana,2023-01-25,Dozen,118,160,139
Pomegranate,2023-01-25,Kg,285,431,358
Orange(Nepali),2023-01-25,Kg,88,141,114
Papaya(Indian),2023-01-25,Kg,82,128,105
Tomato Big(Nepali),2023-01-26,Kg,46,73,59
Tomato Small(Local),2023-01-26,Kg,35,51,43
Potato Red,2023-01-26,Kg,50,79,64
Potato White,2023-01-26,Kg,40,65,52
Onion Dry (Indian),2023-01-26,Kg,61,93,77
Carrot(Local),2023-01-26,Kg,92,121,106
Cabbage(Local),2023-01-26,Kg,34,46,40
Cauliflower Local,2023-01-26,Kg,54,91,72
Raddish White(Local),2023-01-26,Kg,20,43,31
Brinjal Long,2023-01-26,Kg,51,75,63
Cow pea(Long),2023-01-26,Kg,75,118,96
Green Peas,2023-01-26,Kg,143,176,159
French Bean(Local),2023-01-26,Kg,65,100,82
Bitter Gourd,2023-01-26,Kg,80,147,113
Bottle Gourd,2023-01-26,Kg,42,74,58
Pointed Gourd(Local),2023-01-26,Kg,60,99,79
Snake Gourd,2023-01-26,Kg,53,73,63
Sponge Gourd,2023-01-26,Kg,64,93,78
Pumpkin,2023-01-26,Kg,36,54,45
Squash(Long),2023-01-26,Kg,41,70,55
Okra,2023-01-26,Kg,77,95,86
Arum,2023-01-26,Kg,60,97,78
Barela,2023-01-26,Kg,40,61,50
Radish Red,2023-01-26,Kg,31,55,43
Mushroom(Button),2023-01-26,Kg,415,532,473
Mushroom(Kanya),2023-01-26,Kg,165,237,201
Spinach Leaf,2023-01-26,Kg,106,135,120
Mustard Leaf,2023-01-26,Kg,47,70,58
Coriander,2023-01-26,Kg,156,283,219
Garlic Dry Nepali,2023-01-26,Kg,202,341,271
Garlic Dry Chinese,2023-01-26,Kg,295,353,324
Ginger,2023-01-26,Kg,176,235,205
Chilly Green,2023-01-26,Kg,80,130,105
Capsicum,2023-01-26,Kg,116,171,143
Cucumber(Local),2023-01-26,Kg,63,97,80
Apple(Jholey),2023-01-26,Kg,161,262,211
Banana,2023-01-26,Dozen,115,160,137
Pomegranate,2023-01-26,Kg,250,407,328
Orange(Nepali),2023-01-26,Kg,85,143,114
Papaya(Indian),2023-01-26,Kg,81,131,106
Tomato Big(Nepali),2023-01-27,Kg,42,69,55
Tomato Small(Local),2023-01-27,Kg,35,53,44
Potato Red,2023-01-27,Kg,57,76,66
Potato White,2023-01-27,Kg,42,57,49
Onion Dry (Indian),2023-01-27,Kg,70,110,90
Carrot(Local),2023-01-27,Kg,95,118,106
Cabbage(Local),2023-01-27,Kg,33,55,44
Cauliflower Local,2023-01-27,Kg,57,84,70
Raddish White(Local),2023-01-27,Kg,20,41,30
Brinjal Long,2023-01-27,Kg,50,77,63
Cow pea(Long),2023-01-27,Kg,78,120,99
Green Peas,2023-01-27,Kg,127,174,150
French Bean(Local),2023-01-27,Kg,62,103,82
Bitter Gourd,2023-01-27,Kg,82,149,115
Bottle Gourd,2023-01-27,Kg,40,69,54
Pointed Gourd(Local),2023-01-27,Kg,59,95,77
Snake Gourd,2023-01-27,Kg,52,73,62
Sponge Gourd,2023-01-27,Kg,60,101,80
Pumpkin,2023-01-27,Kg,37,60,48
Squash(Long),2023-01-27,Kg,39,64,51
Okra,2023-01-27,Kg,79,103,91
Arum,2023-01-27,Kg,66,99,82
Barela,2023-01-27,Kg,44,59,51
Radish Red,2023-01-27,Kg,30,47,38
Mushroom(Button),2023-01-27,Kg,361,495,428
Mushroom(Kanya),2023-01-27,Kg,157,237,197
Spinach Leaf,2023-01-27,Kg,98,134,116
Mustard Leaf,2023-01-27,Kg,39,63,51
Coriander,2023-01-27,Kg,148,264,206
Garlic Dry Nepali,2023-01-27,Kg,223,347,285
Garlic Dry Chinese,2023-01-27,Kg,279,352,315
Ginger,2023-01-27,Kg,157,253,205
Chilly Green,2023-01-27,Kg,90,145,117
Capsicum,2023-01-27,Kg,111,150,130
Cucumber(Local),2023-01-27,Kg,69,107,88
Apple(Jholey),2023-01-27,Kg,171,262,216
Banana,2023-01-27,Dozen,115,164,139
Pomegranate,2023-01-27,Kg,290,421,355
Orange(Nepali),2023-01-27,Kg,88,141,114
Papaya(Indian),2023-01-27,Kg,85,117,101
Tomato Big(Nepali),2023-01-28,Kg,47,70,58
Tomato Small(Local),2023-01-28,Kg,31,62,46
Potato Red,2023-01-28,Kg,52,73,62
Potato White,2023-01-28,Kg,47,68,57
Onion Dry (Indian),2023-01-28,Kg,62,103,82
Carrot(Local),2023-01-28,Kg,85,120,102
Cabbage(Local),2023-01-28,Kg,30,49,39
Cauliflower Local,2023-01-28,Kg,49,94,71
Raddish White(Local),2023-01-28,Kg,21,38,29
Brinjal Long,2023-01-28,Kg,47,68,57
Cow pea(Long),2023-01-28,Kg,74,118,96
Green Peas,2023-01-28,Kg,118,177,147
French Bean(Local),2023-01-28,Kg,66,91,78
Bitter Gourd,2023-01-28,Kg,79,134,106
Bottle Gourd,2023-01-28,Kg,47,70,58
Pointed Gourd(Local),2023-01-28,Kg,62,108,85
Snake Gourd,2023-01-28,Kg,49,78,63
Sponge Gourd,2023-01-28,Kg,62,98,80
Pumpkin,2023-01-28,Kg,35,56,45
Squash(Long),2023-01-28,Kg,45,68,56
Okra,2023-01-28,Kg,73,111,92
Arum,2023-01-28,Kg,68,96,82
Barela,2023-01-28,Kg,44,64,54
Radish Red,2023-01-28,Kg,32,49,40
Mushroom(Button),2023-01-28,Kg,406,469,437
Mushroom(Kanya),2023-01-28,Kg,150,231,190
Spinach Leaf,2023-01-28,Kg,104,145,124
Mustard Leaf,2023-01-28,Kg,47,67,57
Coriander,2023-01-28,Kg,175,263,219
Garlic Dry Nepali,2023-01-28,Kg,203,306,254
Garlic Dry Chinese,2023-01-28,Kg,279,383,331
Ginger,2023-01-28,Kg,160,241,200
Chilly Green,2023-01-28,Kg,80,135,107
